"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"42101","1","101","72","0","2021","3","","Philadelphia County, Pennsylvania","Federal Government","101 Goods-producing","County, by Domain -- by ownership sector","All establishment sizes",1,437,438,439,8776961,0,0,1541,"",2.56,1.77,1.78,1.77,1.47,0.00,0.00,0.83,"",0,0.0,7,1.6,6,1.4,7,1.6,-515816,-5.6,0,0.0,0,0.0,-116,-7.0
"42101","1","101","72","0","2021","4","","Philadelphia County, Pennsylvania","Federal Government","101 Goods-producing","County, by Domain -- by ownership sector","All establishment sizes",1,440,442,439,11252529,0,0,1966,"",2.52,1.79,1.82,1.83,1.72,0.00,0.00,0.95,"",0,0.0,3,0.7,-4,-0.9,-13,-2.9,248241,2.3,0,0.0,0,0.0,64,3.4
"42101","1","1013","73","0","2021","1","","Philadelphia County, Pennsylvania","Federal Government","1013 Manufacturing","County, by Supersector -- by ownership sector","All establishment sizes",1,434,430,429,8508520,0,0,1519,"",6.51,1.89,1.87,1.87,1.66,0.00,0.00,0.89,"",0,0.0,9,2.1,8,1.9,6,1.4,164056,2.0,0,0.0,0,0.0,3,0.2
"42101","1","1013","73","0","2021","2","","Philadelphia County, Pennsylvania","Federal Government","1013 Manufacturing","County, by Supersector -- by ownership sector","All establishment sizes",1,434,435,435,10397542,0,0,1840,"",6.42,1.90,1.92,1.93,1.79,0.00,0.00,0.93,"",0,0.0,3,0.7,0,0.0,6,1.4,308839,3.1,0,0.0,0,0.0,42,2.3
"42101","1","1013","73","0","2021","3","","Philadelphia County, Pennsylvania","Federal Government","1013 Manufacturing","County, by Supersector -- by ownership sector","All establishment sizes",1,437,438,439,8776961,0,0,1541,"",6.47,1.93,1.94,1.93,1.60,0.00,0.00,0.83,"",0,0.0,7,1.6,6,1.4,7,1.6,-515816,-5.6,0,0.0,0,0.0,-116,-7.0
"42101","1","1013","73","0","2021","4","","Philadelphia County, Pennsylvania","Federal Government","1013 Manufacturing","County, by Supersector -- by ownership sector","All establishment sizes",1,440,442,439,11252529,0,0,1966,"",6.04,1.94,1.95,1.94,1.83,0.00,0.00,0.94,"",0,0.0,3,0.7,-4,-0.9,-13,-2.9,248241,2.3,0,0.0,0,0.0,64,3.4
"42101","1","102","72","0","2021","1","","Philadelphia County, Pennsylvania","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",136,30090,30167,30001,632426440,0,0,1617,"",0.69,2.37,2.37,2.36,2.21,0.00,0.00,0.93,"",-2,-1.4,302,1.0,393,1.3,182,0.6,25860216,4.3,0,0.0,0,0.0,51,3.3
"42101","1","102","72","0","2021","2","","Philadelphia County, Pennsylvania","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",136,30259,29993,29866,735727991,0,0,1884,"",0.70,2.36,2.36,2.35,2.26,0.00,0.00,0.96,"",-2,-1.4,348,1.2,105,0.4,-210,-0.7,25107128,3.5,0,0.0,0,0.0,59,3.2
"42101","1","102","72","0","2021","3","","Philadelphia County, Pennsylvania","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",137,29824,30067,30159,651514059,0,0,1670,"",0.71,2.33,2.36,2.34,2.14,0.00,0.00,0.91,"",-1,-0.7,-359,-1.2,-1818,-5.7,-1847,-5.8,9237826,1.4,0,0.0,0,0.0,94,6.0
"42101","1","102","72","0","2021","4","","Philadelphia County, Pennsylvania","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",136,29822,30413,30371,744756690,0,0,1897,"",0.72,2.32,2.34,2.32,2.10,0.00,0.00,0.90,"",-2,-1.4,-1191,-3.8,-109,-0.4,-202,-0.7,-5248973,-0.7,0,0.0,0,0.0,18,1.0
"42101","1","1021","73","0","2021","1","","Philadelphia County, Pennsylvania","Federal Government","1021 Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",41,4687,4829,4714,85107136,0,0,1380,"",0.42,1.55,1.58,1.55,1.64,0.00,0.00,1.05,"",-1,-2.4,87,1.9,270,5.9,166,3.6,10432728,14.0,0,0.0,0,0.0,123,9.8
"42101","1","1021","73","0","2021","2","","Philadelphia County, Pennsylvania","Federal Government","1021 Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",41,4909,4651,4634,95839548,0,0,1558,"",0.43,1.60,1.55,1.55,1.66,0.00,0.00,1.06,"",-1,-2.4,329,7.2,62,1.4,-67,-1.4,5106114,5.6,0,0.0,0,0.0,48,3.2
"42101","1","1021","73","0","2021","3","","Philadelphia County, Pennsylvania","Federal Government","1021 Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",43,4680,4865,4930,80868880,0,0,1289,"",0.45,1.56,1.63,1.62,1.56,0.00,0.00,0.97,"",1,2.4,157,3.5,232,5.0,295,6.4,-1253356,-1.5,0,0.0,0,0.0,-85,-6.2
"42101","1","1021","73","0","2021","4","","Philadelphia County, Pennsylvania","Federal Government","1021 Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",43,4629,5173,5209,99279719,0,0,1526,"",0.46,1.53,1.65,1.64,1.54,0.00,0.00,0.96,"",1,2.4,-27,-0.6,261,5.3,227,4.6,-1773448,-1.8,0,0.0,0,0.0,-77,-4.8
"42101","1","1022","73","0","2021","1","","Philadelphia County, Pennsylvania","Federal Government","1022 Information","County, by Supersector -- by ownership sector","All establishment sizes",1,5,5,5,137318,0,0,2113,"",2.42,0.17,0.17,0.17,0.21,0.00,0.00,1.27,"",0,0.0,0,0.0,0,0.0,0,0.0,3365,2.5,0,0.0,0,0.0,52,2.5
"42101","1","1022","73","0","2021","2","","Philadelphia County, Pennsylvania","Federal Government","1022 Information","County, by Supersector -- by ownership sector","All establishment sizes",1,5,5,5,159543,0,0,2455,"",2.35,0.17,0.17,0.17,0.21,0.00,0.00,1.26,"",0,0.0,0,0.0,0,0.0,0,0.0,2280,1.4,0,0.0,0,0.0,36,1.5
"42101","1","1022","73","0","2021","3","","Philadelphia County, Pennsylvania","Federal Government","1022 Information","County, by Supersector -- by ownership sector","All establishment sizes",1,5,5,5,139478,0,0,2146,"",2.31,0.17,0.17,0.17,0.21,0.00,0.00,1.23,"",0,0.0,0,0.0,0,0.0,0,0.0,4562,3.4,0,0.0,0,0.0,70,3.4
"42101","1","1022","73","0","2021","4","","Philadelphia County, Pennsylvania","Federal Government","1022 Information","County, by Supersector -- by ownership sector","All establishment sizes",1,5,5,5,169661,0,0,2610,"",2.32,0.17,0.17,0.17,0.22,0.00,0.00,1.29,"",0,0.0,0,0.0,0,0.0,0,0.0,4522,2.7,0,0.0,0,0.0,69,2.7
"42101","1","1023","73","0","2021","1","","Philadelphia County, Pennsylvania","Federal Government","1023 Financial activities","County, by Supersector -- by ownership sector","All establishment sizes",1,13,13,13,499337,0,0,2955,"",0.41,0.23,0.23,0.24,0.27,0.00,0.00,1.15,"",0,0.0,1,8.3,1,8.3,1,8.3,33330,7.2,0,0.0,0,0.0,-32,-1.1
"42101","1","1023","73","0","2021","2","","Philadelphia County, Pennsylvania","Federal Government","1023 Financial activities","County, by Supersector -- by ownership sector","All establishment sizes",1,13,13,13,504142,0,0,2983,"",0.41,0.23,0.23,0.23,0.25,0.00,0.00,1.06,"",0,0.0,1,8.3,1,8.3,0,0.0,-1052,-0.2,0,0.0,0,0.0,-168,-5.3
"42101","1","1023","73","0","2021","3","","Philadelphia County, Pennsylvania","Federal Government","1023 Financial activities","County, by Supersector -- by ownership sector","All establishment sizes",1,13,13,13,509594,0,0,3015,"",0.41,0.23,0.23,0.23,0.27,0.00,0.00,1.17,"",0,0.0,0,0.0,0,0.0,0,0.0,64281,14.4,0,0.0,0,0.0,380,14.4
"42101","1","1023","73","0","2021","4","","Philadelphia County, Pennsylvania","Federal Government","1023 Financial activities","County, by Supersector -- by ownership sector","All establishment sizes",1,13,13,13,455368,0,0,2694,"",0.42,0.23,0.23,0.23,0.21,0.00,0.00,0.94,"",0,0.0,0,0.0,0,0.0,-1,-7.1,-108706,-19.3,0,0.0,0,0.0,-560,-17.2
"42101","1","1024","73","0","2021","1","","Philadelphia County, Pennsylvania","Federal Government","1024 Professional and business services","County, by Supersector -- by ownership sector","All establishment sizes",2,618,619,617,13436497,0,0,1672,"",0.43,1.98,1.98,1.97,1.84,0.00,0.00,0.93,"",0,0.0,1,0.2,0,0.0,2,0.3,205058,1.5,0,0.0,0,0.0,22,1.3
"42101","1","1024","73","0","2021","2","","Philadelphia County, Pennsylvania","Federal Government","1024 Professional and business services","County, by Supersector -- by ownership sector","All establishment sizes",2,612,623,628,14054941,0,0,1741,"",0.43,1.95,1.98,2.00,1.76,0.00,0.00,0.89,"",0,0.0,-3,-0.5,5,0.8,-4,-0.6,78738,0.6,0,0.0,0,0.0,12,0.7
"42101","1","1024","73","0","2021","3","","Philadelphia County, Pennsylvania","Federal Government","1024 Professional and business services","County, by Supersector -- by ownership sector","All establishment sizes",2,628,613,611,15872146,0,0,1978,"",0.44,1.99,1.95,1.93,1.84,0.00,0.00,0.94,"",0,0.0,-6,-0.9,-14,-2.2,-4,-0.7,175692,1.1,0,0.0,0,0.0,47,2.4
"42101","1","1024","73","0","2021","4","","Philadelphia County, Pennsylvania","Federal Government","1024 Professional and business services","County, by Supersector -- by ownership sector","All establishment sizes",2,608,604,592,15630486,0,0,1999,"",0.44,1.92,1.91,1.87,1.74,0.00,0.00,0.91,"",0,0.0,-7,-1.1,-11,-1.8,-27,-4.4,-118964,-0.8,0,0.0,0,0.0,33,1.7
"42101","1","1025","73","0","2021","1","","Philadelphia County, Pennsylvania","Federal Government","1025 Education and health services","County, by Supersector -- by ownership sector","All establishment sizes",2,2795,2785,2810,65578908,0,0,1804,"",0.45,1.44,1.43,1.44,1.50,0.00,0.00,1.05,"",0,0.0,89,3.3,64,2.4,118,4.4,2967411,4.7,0,0.0,0,0.0,24,1.3
"42101","1","1025","73","0","2021","2","","Philadelphia County, Pennsylvania","Federal Government","1025 Education and health services","County, by Supersector -- by ownership sector","All establishment sizes",2,2831,2836,2831,76290438,0,0,2072,"",0.45,1.45,1.46,1.47,1.54,0.00,0.00,1.06,"",0,0.0,178,6.7,161,6.0,138,5.1,6473243,9.3,0,0.0,0,0.0,63,3.1
"42101","1","1025","73","0","2021","3","","Philadelphia County, Pennsylvania","Federal Government","1025 Education and health services","County, by Supersector -- by ownership sector","All establishment sizes",2,2829,2783,2807,65562950,0,0,1797,"",0.45,1.46,1.45,1.44,1.44,0.00,0.00,0.99,"",0,0.0,128,4.7,84,3.1,88,3.2,4361140,7.1,0,0.0,0,0.0,57,3.3
"42101","1","1025","73","0","2021","4","","Philadelphia County, Pennsylvania","Federal Government","1025 Education and health services","County, by Supersector -- by ownership sector","All establishment sizes",2,2812,2823,2827,78257564,0,0,2134,"",0.46,1.44,1.44,1.44,1.45,0.00,0.00,1.00,"",0,0.0,75,2.7,60,2.2,6,0.2,64709,0.1,0,0.0,0,0.0,-35,-1.6
"42101","1","1026","73","0","2021","1","","Philadelphia County, Pennsylvania","Federal Government","1026 Leisure and hospitality","County, by Supersector -- by ownership sector","All establishment sizes",1,303,304,314,6067387,0,0,1520,"",0.21,1.61,1.61,1.65,2.30,0.00,0.00,1.42,"",0,0.0,7,2.4,-5,-1.6,3,1.0,46189,0.8,0,0.0,0,0.0,3,0.2
"42101","1","1026","73","0","2021","2","","Philadelphia County, Pennsylvania","Federal Government","1026 Leisure and hospitality","County, by Supersector -- by ownership sector","All establishment sizes",1,323,321,336,7303624,0,0,1720,"",0.21,1.64,1.54,1.55,2.33,0.00,0.00,1.48,"",0,0.0,11,3.5,10,3.2,16,5.0,87199,1.2,0,0.0,0,0.0,-46,-2.6
"42101","1","1026","73","0","2021","3","","Philadelphia County, Pennsylvania","Federal Government","1026 Leisure and hospitality","County, by Supersector -- by ownership sector","All establishment sizes",1,339,338,332,6449920,0,0,1475,"",0.21,1.54,1.56,1.56,2.05,0.00,0.00,1.32,"",0,0.0,18,5.6,15,4.6,11,3.4,108801,1.7,0,0.0,0,0.0,-41,-2.7
"42101","1","1026","73","0","2021","4","","Philadelphia County, Pennsylvania","Federal Government","1026 Leisure and hospitality","County, by Supersector -- by ownership sector","All establishment sizes",1,332,331,322,7653677,0,0,1793,"",0.21,1.63,1.67,1.65,2.34,0.00,0.00,1.42,"",0,0.0,7,2.2,3,0.9,-8,-2.4,-187095,-2.4,0,0.0,0,0.0,-48,-2.6
"42101","1","1028","73","0","2021","1","","Philadelphia County, Pennsylvania","Federal Government","1028 Public administration","County, by Supersector -- by ownership sector","All establishment sizes",88,21669,21612,21528,461599857,0,0,1644,"",1.08,3.03,3.03,3.02,2.59,0.00,0.00,0.86,"",-1,-1.1,117,0.5,63,0.3,-108,-0.5,12172135,2.7,0,0.0,0,0.0,42,2.6
"42101","1","1028","73","0","2021","2","","Philadelphia County, Pennsylvania","Federal Government","1028 Public administration","County, by Supersector -- by ownership sector","All establishment sizes",88,21566,21544,21419,541575755,0,0,1937,"",1.09,3.01,3.01,2.99,2.65,0.00,0.00,0.88,"",-1,-1.1,-168,-0.8,-134,-0.6,-293,-1.3,13360606,2.5,0,0.0,0,0.0,65,3.5
"42101","1","1028","73","0","2021","3","","Philadelphia County, Pennsylvania","Federal Government","1028 Public administration","County, by Supersector -- by ownership sector","All establishment sizes",87,21330,21450,21461,482111091,0,0,1732,"",1.08,2.96,2.98,2.95,2.51,0.00,0.00,0.85,"",-2,-2.2,-656,-3.0,-2135,-9.1,-2237,-9.4,5776706,1.2,0,0.0,0,0.0,145,9.1
"42101","1","1028","73","0","2021","4","","Philadelphia County, Pennsylvania","Federal Government","1028 Public administration","County, by Supersector -- by ownership sector","All establishment sizes",86,21423,21464,21403,543310215,0,0,1950,"",1.10,2.95,2.94,2.93,2.46,0.00,0.00,0.84,"",-3,-3.4,-1239,-5.5,-422,-1.9,-399,-1.8,-3129991,-0.6,0,0.0,0,0.0,49,2.6
"42101","1","31-33","74","0","2021","1","","Philadelphia County, Pennsylvania","Federal Government","NAICS 31-33 Manufacturing","County, NAICS Sector -- by ownership sector","All establishment sizes",1,434,430,429,8508520,0,0,1519,"",6.51,1.89,1.87,1.87,1.66,0.00,0.00,0.89,"",0,0.0,9,2.1,8,1.9,6,1.4,164056,2.0,0,0.0,0,0.0,3,0.2
"42101","1","31-33","74","0","2021","2","","Philadelphia County, Pennsylvania","Federal Government","NAICS 31-33 Manufacturing","County, NAICS Sector -- by ownership sector","All establishment sizes",1,434,435,435,10397542,0,0,1840,"",6.42,1.90,1.92,1.93,1.79,0.00,0.00,0.93,"",0,0.0,3,0.7,0,0.0,6,1.4,308839,3.1,0,0.0,0,0.0,42,2.3
"42101","1","31-33","74","0","2021","3","","Philadelphia County, Pennsylvania","Federal Government","NAICS 31-33 Manufacturing","County, NAICS Sector -- by ownership sector","All establishment sizes",1,437,438,439,8776961,0,0,1541,"",6.47,1.93,1.94,1.93,1.60,0.00,0.00,0.83,"",0,0.0,7,1.6,6,1.4,7,1.6,-515816,-5.6,0,0.0,0,0.0,-116,-7.0
"42101","1","31-33","74","0","2021","4","","Philadelphia County, Pennsylvania","Federal Government","NAICS 31-33 Manufacturing","County, NAICS Sector -- by ownership sector","All establishment sizes",1,440,442,439,11252529,0,0,1966,"",6.04,1.94,1.95,1.94,1.83,0.00,0.00,0.94,"",0,0.0,3,0.7,-4,-0.9,-13,-2.9,248241,2.3,0,0.0,0,0.0,64,3.4
"42101","1","339","75","0","2021","1","","Philadelphia County, Pennsylvania","Federal Government","NAICS 339 Miscellaneous manufacturing","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,434,430,429,8508520,0,0,1519,"",31.27,118.04,117.20,117.06,110.16,0.00,0.00,0.94,"",0,0.0,9,2.1,8,1.9,6,1.4,164056,2.0,0,0.0,0,0.0,3,0.2
"42101","1","339","75","0","2021","2","","Philadelphia County, Pennsylvania","Federal Government","NAICS 339 Miscellaneous manufacturing","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,434,435,435,10397542,0,0,1840,"",28.59,118.44,118.73,120.10,111.62,0.00,0.00,0.94,"",0,0.0,3,0.7,0,0.0,6,1.4,308839,3.1,0,0.0,0,0.0,42,2.3
"42101","1","339","75","0","2021","3","","Philadelphia County, Pennsylvania","Federal Government","NAICS 339 Miscellaneous manufacturing","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,437,438,439,8776961,0,0,1541,"",28.82,120.24,121.17,120.57,107.36,0.00,0.00,0.89,"",0,0.0,7,1.6,6,1.4,7,1.6,-515816,-5.6,0,0.0,0,0.0,-116,-7.0
"42101","1","339","75","0","2021","4","","Philadelphia County, Pennsylvania","Federal Government","NAICS 339 Miscellaneous manufacturing","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,440,442,439,11252529,0,0,1966,"",26.67,120.52,119.94,119.22,109.47,0.00,0.00,0.91,"",0,0.0,3,0.7,-4,-0.9,-13,-2.9,248241,2.3,0,0.0,0,0.0,64,3.4
"42101","1","3399","76","0","2021","1","","Philadelphia County, Pennsylvania","Federal Government","NAICS 3399 Other miscellaneous manufacturing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,434,430,429,8508520,0,0,1519,"",31.27,118.04,117.20,117.06,110.16,0.00,0.00,0.94,"",0,0.0,9,2.1,8,1.9,6,1.4,164056,2.0,0,0.0,0,0.0,3,0.2
"42101","1","3399","76","0","2021","2","","Philadelphia County, Pennsylvania","Federal Government","NAICS 3399 Other miscellaneous manufacturing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,434,435,435,10397542,0,0,1840,"",28.59,118.44,118.73,120.10,111.62,0.00,0.00,0.94,"",0,0.0,3,0.7,0,0.0,6,1.4,308839,3.1,0,0.0,0,0.0,42,2.3
"42101","1","3399","76","0","2021","3","","Philadelphia County, Pennsylvania","Federal Government","NAICS 3399 Other miscellaneous manufacturing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,437,438,439,8776961,0,0,1541,"",28.82,120.24,121.17,120.57,107.36,0.00,0.00,0.89,"",0,0.0,7,1.6,6,1.4,7,1.6,-515816,-5.6,0,0.0,0,0.0,-116,-7.0
"42101","1","3399","76","0","2021","4","","Philadelphia County, Pennsylvania","Federal Government","NAICS 3399 Other miscellaneous manufacturing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,440,442,439,11252529,0,0,1966,"",26.67,120.52,119.94,119.22,109.47,0.00,0.00,0.91,"",0,0.0,3,0.7,-4,-0.9,-13,-2.9,248241,2.3,0,0.0,0,0.0,64,3.4
"42101","1","33991","77","0","2021","1","","Philadelphia County, Pennsylvania","Federal Government","NAICS 33991 Jewelry and silverware manufacturing","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,434,430,429,8508520,0,0,1519,"",31.27,118.04,117.20,117.06,110.16,0.00,0.00,0.94,"",0,0.0,9,2.1,8,1.9,6,1.4,164056,2.0,0,0.0,0,0.0,3,0.2
"42101","1","33991","77","0","2021","2","","Philadelphia County, Pennsylvania","Federal Government","NAICS 33991 Jewelry and silverware manufacturing","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,434,435,435,10397542,0,0,1840,"",28.59,118.44,118.73,120.10,111.62,0.00,0.00,0.94,"",0,0.0,3,0.7,0,0.0,6,1.4,308839,3.1,0,0.0,0,0.0,42,2.3
"42101","1","33991","77","0","2021","3","","Philadelphia County, Pennsylvania","Federal Government","NAICS 33991 Jewelry and silverware manufacturing","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,437,438,439,8776961,0,0,1541,"",28.82,120.24,121.17,120.57,107.36,0.00,0.00,0.89,"",0,0.0,7,1.6,6,1.4,7,1.6,-515816,-5.6,0,0.0,0,0.0,-116,-7.0
"42101","1","33991","77","0","2021","4","","Philadelphia County, Pennsylvania","Federal Government","NAICS 33991 Jewelry and silverware manufacturing","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,440,442,439,11252529,0,0,1966,"",26.67,120.52,119.94,119.22,109.47,0.00,0.00,0.91,"",0,0.0,3,0.7,-4,-0.9,-13,-2.9,248241,2.3,0,0.0,0,0.0,64,3.4
"42101","1","339910","78","0","2021","1","","Philadelphia County, Pennsylvania","Federal Government","NAICS 339910 Jewelry and silverware manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,434,430,429,8508520,0,0,1519,"",31.27,118.04,117.20,117.06,110.16,0.00,0.00,0.94,"",0,0.0,9,2.1,8,1.9,6,1.4,164056,2.0,0,0.0,0,0.0,3,0.2
"42101","1","339910","78","0","2021","2","","Philadelphia County, Pennsylvania","Federal Government","NAICS 339910 Jewelry and silverware manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,434,435,435,10397542,0,0,1840,"",28.59,118.44,118.73,120.10,111.62,0.00,0.00,0.94,"",0,0.0,3,0.7,0,0.0,6,1.4,308839,3.1,0,0.0,0,0.0,42,2.3
"42101","1","339910","78","0","2021","3","","Philadelphia County, Pennsylvania","Federal Government","NAICS 339910 Jewelry and silverware manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,437,438,439,8776961,0,0,1541,"",28.82,120.24,121.17,120.57,107.36,0.00,0.00,0.89,"",0,0.0,7,1.6,6,1.4,7,1.6,-515816,-5.6,0,0.0,0,0.0,-116,-7.0
"42101","1","339910","78","0","2021","4","","Philadelphia County, Pennsylvania","Federal Government","NAICS 339910 Jewelry and silverware manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,440,442,439,11252529,0,0,1966,"",26.67,120.52,119.94,119.22,109.47,0.00,0.00,0.91,"",0,0.0,3,0.7,-4,-0.9,-13,-2.9,248241,2.3,0,0.0,0,0.0,64,3.4
"42101","1","44-45","74","0","2021","1","","Philadelphia County, Pennsylvania","Federal Government","NAICS 44-45 Retail trade","County, NAICS Sector -- by ownership sector","All establishment sizes",2,10,10,10,53107,0,0,409,"",0.92,0.05,0.05,0.05,0.03,0.00,0.00,0.62,"",0,0.0,0,0.0,0,0.0,0,0.0,-8840,-14.3,0,0.0,0,0.0,-68,-14.3
