"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct","oty_month2_emplvl_chg","oty_month2_emplvl_pct","oty_month3_emplvl_chg","oty_month3_emplvl_pct","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct"
"42101","1","102","72","0","2015","4","","Philadelphia County, Pennsylvania","Federal Government","Service-providing","County, by Domain -- by ownership sector","All establishment sizes",152,28643,28923,29585,561317719,0,0,1486,"",0.70,2.27,2.29,2.31,1.95,0.00,0.00,0.85,"",31,25.6,-167,-0.6,61,0.2,398,1.4,26509610,5.0,0,0.0,0,0.0,65,4.6
"42101","1","1021","73","0","2015","1","","Philadelphia County, Pennsylvania","Federal Government","Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",42,5065,5111,5059,93812372,0,0,1421,"",0.38,1.62,1.63,1.62,1.58,0.00,0.00,0.97,"",-1,-2.3,-170,-3.2,-79,-1.5,-148,-2.8,1045936,1.1,0,0.0,0,0.0,52,3.8
"42101","1","1021","73","0","2015","2","","Philadelphia County, Pennsylvania","Federal Government","Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",42,5303,5036,5007,76552807,0,0,1151,"",0.38,1.67,1.63,1.63,1.54,0.00,0.00,0.94,"",-1,-2.3,-31,-0.6,-86,-1.7,-105,-2.1,2176384,2.9,0,0.0,0,0.0,48,4.4
"42101","1","1021","73","0","2015","3","","Philadelphia County, Pennsylvania","Federal Government","Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",42,5014,4933,4981,87760812,0,0,1357,"",0.38,1.62,1.61,1.62,1.52,0.00,0.00,0.94,"",-1,-2.3,-160,-3.1,-148,-2.9,-70,-1.4,1475422,1.7,0,0.0,0,0.0,56,4.3
"42101","1","1021","73","0","2015","4","","Philadelphia County, Pennsylvania","Federal Government","Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",42,4942,5018,5331,93407961,0,0,1410,"",0.39,1.60,1.61,1.65,1.52,0.00,0.00,0.94,"",-1,-2.3,-166,-3.2,-66,-1.3,-65,-1.2,14001353,17.6,0,0.0,0,0.0,234,19.9
"42101","1","1022","73","0","2015","1","","Philadelphia County, Pennsylvania","Federal Government","Information","County, by Supersector -- by ownership sector","All establishment sizes",1,46,47,47,805417,0,0,1328,"",2.15,1.47,1.52,1.51,1.13,0.00,0.00,0.75,"",0,0.0,-7,-13.2,-6,-11.3,-6,-11.3,29362,3.8,0,0.0,0,0.0,202,17.9
"42101","1","1022","73","0","2015","2","","Philadelphia County, Pennsylvania","Federal Government","Information","County, by Supersector -- by ownership sector","All establishment sizes",1,46,44,43,644626,0,0,1118,"",2.20,1.50,1.44,1.38,1.03,0.00,0.00,0.71,"",0,0.0,-7,-13.2,-8,-15.4,-8,-15.7,-206460,-24.3,0,0.0,0,0.0,-141,-11.2
"42101","1","1022","73","0","2015","3","","Philadelphia County, Pennsylvania","Federal Government","Information","County, by Supersector -- by ownership sector","All establishment sizes",1,43,43,45,775059,0,0,1365,"",2.20,1.38,1.40,1.46,1.05,0.00,0.00,0.74,"",0,0.0,-6,-12.2,-5,-10.4,-3,-6.2,-37674,-4.6,0,0.0,0,0.0,72,5.6
"42101","1","1022","73","0","2015","4","","Philadelphia County, Pennsylvania","Federal Government","Information","County, by Supersector -- by ownership sector","All establishment sizes",2,44,44,45,695417,0,0,1207,"",4.35,1.43,1.43,1.45,1.11,0.00,0.00,0.77,"",1,100.0,-2,-4.3,-2,-4.3,-1,-2.2,3519,0.5,0,0.0,0,0.0,50,4.3
"42101","1","1023","73","0","2015","1","","Philadelphia County, Pennsylvania","Federal Government","Financial activities","County, by Supersector -- by ownership sector","All establishment sizes",1,15,16,16,549322,0,0,2697,"",0.34,0.23,0.25,0.25,0.25,0.00,0.00,1.01,"",0,0.0,0,0.0,1,6.7,1,6.7,66587,13.8,0,0.0,0,0.0,221,8.9
"42101","1","1023","73","0","2015","2","","Philadelphia County, Pennsylvania","Federal Government","Financial activities","County, by Supersector -- by ownership sector","All establishment sizes",1,16,16,16,469485,0,0,2257,"",0.35,0.25,0.25,0.25,0.25,0.00,0.00,1.00,"",0,0.0,1,6.7,1,6.7,1,6.7,65569,16.2,0,0.0,0,0.0,186,9.0
"42101","1","1023","73","0","2015","3","","Philadelphia County, Pennsylvania","Federal Government","Financial activities","County, by Supersector -- by ownership sector","All establishment sizes",1,16,16,16,550280,0,0,2646,"",0.34,0.25,0.25,0.26,0.25,0.00,0.00,1.00,"",0,0.0,1,6.7,1,6.7,1,6.7,66095,13.7,0,0.0,0,0.0,163,6.6
"42101","1","1023","73","0","2015","4","","Philadelphia County, Pennsylvania","Federal Government","Financial activities","County, by Supersector -- by ownership sector","All establishment sizes",1,16,16,16,473340,0,0,2276,"",0.35,0.25,0.25,0.25,0.25,0.00,0.00,1.00,"",0,0.0,1,6.7,1,6.7,1,6.7,54363,13.0,0,0.0,0,0.0,127,5.9
"42101","1","1024","73","0","2015","1","","Philadelphia County, Pennsylvania","Federal Government","Professional and business services","County, by Supersector -- by ownership sector","All establishment sizes",3,564,567,570,11964838,0,0,1623,"",0.55,1.89,1.91,1.92,1.63,0.00,0.00,0.86,"",0,0.0,-9,-1.6,-4,-0.7,2,0.4,-3484,0.0,0,0.0,0,0.0,10,0.6
"42101","1","1024","73","0","2015","2","","Philadelphia County, Pennsylvania","Federal Government","Professional and business services","County, by Supersector -- by ownership sector","All establishment sizes",3,570,574,582,13115409,0,0,1754,"",0.56,1.91,1.93,1.94,1.77,0.00,0.00,0.92,"",0,0.0,6,1.1,10,1.8,6,1.0,297938,2.3,0,0.0,0,0.0,18,1.0
"42101","1","1024","73","0","2015","3","","Philadelphia County, Pennsylvania","Federal Government","Professional and business services","County, by Supersector -- by ownership sector","All establishment sizes",3,592,580,572,12157082,0,0,1609,"",0.56,1.95,1.93,1.91,1.61,0.00,0.00,0.84,"",0,0.0,15,2.6,13,2.3,6,1.1,321352,2.7,0,0.0,0,0.0,12,0.8
"42101","1","1024","73","0","2015","4","","Philadelphia County, Pennsylvania","Federal Government","Professional and business services","County, by Supersector -- by ownership sector","All establishment sizes",3,576,572,574,12734110,0,0,1707,"",0.57,1.92,1.91,1.92,1.68,0.00,0.00,0.88,"",0,0.0,12,2.1,6,1.1,8,1.4,30425,0.2,0,0.0,0,0.0,-22,-1.3
"42101","1","1025","73","0","2015","1","","Philadelphia County, Pennsylvania","Federal Government","Education and health services","County, by Supersector -- by ownership sector","All establishment sizes",1,2378,2391,2394,55930421,0,0,1802,"",0.21,1.31,1.31,1.31,1.32,0.00,0.00,1.01,"",0,0.0,21,0.9,41,1.7,9,0.4,2212648,4.1,0,0.0,0,0.0,54,3.1
"42101","1","1025","73","0","2015","2","","Philadelphia County, Pennsylvania","Federal Government","Education and health services","County, by Supersector -- by ownership sector","All establishment sizes",1,2381,2385,2406,46215331,0,0,1487,"",0.21,1.30,1.31,1.33,1.25,0.00,0.00,0.95,"",0,0.0,9,0.4,22,0.9,50,2.1,1441210,3.2,0,0.0,0,0.0,30,2.1
"42101","1","1025","73","0","2015","3","","Philadelphia County, Pennsylvania","Federal Government","Education and health services","County, by Supersector -- by ownership sector","All establishment sizes",1,2399,2405,2429,54830661,0,0,1749,"",0.21,1.31,1.32,1.32,1.28,0.00,0.00,0.97,"",0,0.0,34,1.4,42,1.8,53,2.2,1872006,3.5,0,0.0,0,0.0,29,1.7
"42101","1","1025","73","0","2015","4","","Philadelphia County, Pennsylvania","Federal Government","Education and health services","County, by Supersector -- by ownership sector","All establishment sizes",1,2429,2410,2439,48337815,0,0,1533,"",0.21,1.31,1.30,1.30,1.25,0.00,0.00,0.95,"",0,0.0,39,1.6,22,0.9,23,1.0,1010443,2.1,0,0.0,0,0.0,15,1.0
"42101","1","1026","73","0","2015","1","","Philadelphia County, Pennsylvania","Federal Government","Leisure and hospitality","County, by Supersector -- by ownership sector","All establishment sizes",1,317,316,348,6526775,0,0,1535,"",0.17,1.42,1.40,1.52,2.12,0.00,0.00,1.47,"",0,0.0,5,1.6,-1,-0.3,1,0.3,1069688,19.6,0,0.0,0,0.0,245,19.0
"42101","1","1026","73","0","2015","2","","Philadelphia County, Pennsylvania","Federal Government","Leisure and hospitality","County, by Supersector -- by ownership sector","All establishment sizes",1,341,346,363,5724272,0,0,1258,"",0.17,1.48,1.43,1.40,1.92,0.00,0.00,1.34,"",0,0.0,0,0.0,1,0.3,-11,-2.9,-873028,-13.2,0,0.0,0,0.0,-178,-12.4
"42101","1","1026","73","0","2015","3","","Philadelphia County, Pennsylvania","Federal Government","Leisure and hospitality","County, by Supersector -- by ownership sector","All establishment sizes",1,356,353,357,7023679,0,0,1520,"",0.17,1.36,1.37,1.42,1.96,0.00,0.00,1.42,"",0,0.0,-28,-7.3,-28,-7.3,-26,-6.8,-112519,-1.6,0,0.0,0,0.0,85,5.9
"42101","1","1026","73","0","2015","4","","Philadelphia County, Pennsylvania","Federal Government","Leisure and hospitality","County, by Supersector -- by ownership sector","All establishment sizes",1,347,330,332,5742665,0,0,1313,"",0.18,1.46,1.45,1.46,1.93,0.00,0.00,1.32,"",0,0.0,-21,-5.7,-27,-7.6,-35,-9.5,-249423,-4.2,0,0.0,0,0.0,47,3.7
"42101","1","1028","73","0","2015","1","","Philadelphia County, Pennsylvania","Federal Government","Public administration","County, by Supersector -- by ownership sector","All establishment sizes",101,20709,20751,20825,455357477,0,0,1687,"",1.09,2.94,2.95,2.96,2.46,0.00,0.00,0.83,"",31,44.3,-276,-1.3,-319,-1.5,-242,-1.1,5674437,1.3,0,0.0,0,0.0,43,2.6
"42101","1","1028","73","0","2015","2","","Philadelphia County, Pennsylvania","Federal Government","Public administration","County, by Supersector -- by ownership sector","All establishment sizes",100,20765,20742,20759,396375783,0,0,1469,"",1.11,2.95,2.96,2.96,2.37,0.00,0.00,0.80,"",30,42.9,-177,-0.8,-101,-0.5,-101,-0.5,-5296923,-1.3,0,0.0,0,0.0,-11,-0.7
"42101","1","1028","73","0","2015","3","","Philadelphia County, Pennsylvania","Federal Government","Public administration","County, by Supersector -- by ownership sector","All establishment sizes",100,20665,20603,20544,460725696,0,0,1720,"",1.12,2.93,2.95,2.94,2.40,0.00,0.00,0.81,"",29,40.8,91,0.4,36,0.2,312,1.5,4597110,1.0,0,0.0,0,0.0,5,0.3
"42101","1","1028","73","0","2015","4","","Philadelphia County, Pennsylvania","Federal Government","Public administration","County, by Supersector -- by ownership sector","All establishment sizes",102,20289,20533,20848,399926411,0,0,1497,"",1.15,2.90,2.94,2.96,2.30,0.00,0.00,0.78,"",31,43.7,-30,-0.1,127,0.6,467,2.3,11658930,3.0,0,0.0,0,0.0,31,2.1
"42101","1","31-33","74","0","2015","1","","Philadelphia County, Pennsylvania","Federal Government","Manufacturing","County, NAICS Sector -- by ownership sector","All establishment sizes",1,411,407,406,8878911,0,0,1674,"",6.34,2.00,1.96,1.94,1.77,0.00,0.00,0.90,"",0,0.0,-4,-1.0,-40,-8.9,-10,-2.4,107009,1.2,0,0.0,0,0.0,90,5.7
"42101","1","31-33","74","0","2015","2","","Philadelphia County, Pennsylvania","Federal Government","Manufacturing","County, NAICS Sector -- by ownership sector","All establishment sizes",1,405,403,400,7550160,0,0,1442,"",6.44,1.94,1.93,1.92,1.69,0.00,0.00,0.87,"",0,0.0,-10,-2.4,-24,-5.6,-14,-3.4,-66839,-0.9,0,0.0,0,0.0,43,3.1
"42101","1","31-33","74","0","2015","3","","Philadelphia County, Pennsylvania","Federal Government","Manufacturing","County, NAICS Sector -- by ownership sector","All establishment sizes",1,407,426,435,8965275,0,0,1632,"",6.45,1.92,2.01,2.04,1.73,0.00,0.00,0.87,"",0,0.0,-14,-3.3,7,1.7,20,4.8,328574,3.8,0,0.0,0,0.0,44,2.8
"42101","1","31-33","74","0","2015","4","","Philadelphia County, Pennsylvania","Federal Government","Manufacturing","County, NAICS Sector -- by ownership sector","All establishment sizes",1,441,441,474,8110700,0,0,1380,"",6.48,2.04,2.05,2.19,1.69,0.00,0.00,0.81,"",0,0.0,29,7.0,24,5.8,62,15.0,404136,5.2,0,0.0,0,0.0,-53,-3.7
"42101","1","339","75","0","2015","1","","Philadelphia County, Pennsylvania","Federal Government","Miscellaneous manufacturing","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,411,407,406,8878911,0,0,1674,"",38.94,112.40,112.06,112.34,99.93,0.00,0.00,0.89,"",0,0.0,-4,-1.0,-40,-8.9,-10,-2.4,107009,1.2,0,0.0,0,0.0,90,5.7
"42101","1","339","75","0","2015","2","","Philadelphia County, Pennsylvania","Federal Government","Miscellaneous manufacturing","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,405,403,400,7550160,0,0,1442,"",39.55,112.06,112.18,110.99,97.66,0.00,0.00,0.87,"",0,0.0,-10,-2.4,-24,-5.6,-14,-3.4,-66839,-0.9,0,0.0,0,0.0,43,3.1
"42101","1","339","75","0","2015","3","","Philadelphia County, Pennsylvania","Federal Government","Miscellaneous manufacturing","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,407,426,435,8965275,0,0,1632,"",39.62,109.88,113.16,112.45,96.98,0.00,0.00,0.87,"",0,0.0,-14,-3.3,7,1.7,20,4.8,328574,3.8,0,0.0,0,0.0,44,2.8
"42101","1","339","75","0","2015","4","","Philadelphia County, Pennsylvania","Federal Government","Miscellaneous manufacturing","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,441,441,474,8110700,0,0,1380,"",39.78,112.65,113.66,113.86,99.40,0.00,0.00,0.88,"",0,0.0,29,7.0,24,5.8,62,15.0,404136,5.2,0,0.0,0,0.0,-53,-3.7
"42101","1","3399","76","0","2015","1","","Philadelphia County, Pennsylvania","Federal Government","Other miscellaneous manufacturing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,411,407,406,8878911,0,0,1674,"",38.94,112.40,112.06,112.34,99.93,0.00,0.00,0.89,"",0,0.0,-4,-1.0,-40,-8.9,-10,-2.4,107009,1.2,0,0.0,0,0.0,90,5.7
"42101","1","3399","76","0","2015","2","","Philadelphia County, Pennsylvania","Federal Government","Other miscellaneous manufacturing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,405,403,400,7550160,0,0,1442,"",39.55,112.06,112.18,110.99,97.66,0.00,0.00,0.87,"",0,0.0,-10,-2.4,-24,-5.6,-14,-3.4,-66839,-0.9,0,0.0,0,0.0,43,3.1
"42101","1","3399","76","0","2015","3","","Philadelphia County, Pennsylvania","Federal Government","Other miscellaneous manufacturing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,407,426,435,8965275,0,0,1632,"",39.62,109.88,113.16,112.45,96.98,0.00,0.00,0.87,"",0,0.0,-14,-3.3,7,1.7,20,4.8,328574,3.8,0,0.0,0,0.0,44,2.8
"42101","1","3399","76","0","2015","4","","Philadelphia County, Pennsylvania","Federal Government","Other miscellaneous manufacturing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,441,441,474,8110700,0,0,1380,"",39.78,112.65,113.66,113.86,99.40,0.00,0.00,0.88,"",0,0.0,29,7.0,24,5.8,62,15.0,404136,5.2,0,0.0,0,0.0,-53,-3.7
"42101","1","33991","77","0","2015","1","","Philadelphia County, Pennsylvania","Federal Government","Jewelry and silverware manufacturing","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,411,407,406,8878911,0,0,1674,"",38.94,112.40,112.06,112.34,99.93,0.00,0.00,0.89,"",0,0.0,-4,-1.0,-40,-8.9,-10,-2.4,107009,1.2,0,0.0,0,0.0,90,5.7
"42101","1","33991","77","0","2015","2","","Philadelphia County, Pennsylvania","Federal Government","Jewelry and silverware manufacturing","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,405,403,400,7550160,0,0,1442,"",39.55,112.06,112.18,110.99,97.66,0.00,0.00,0.87,"",0,0.0,-10,-2.4,-24,-5.6,-14,-3.4,-66839,-0.9,0,0.0,0,0.0,43,3.1
"42101","1","33991","77","0","2015","3","","Philadelphia County, Pennsylvania","Federal Government","Jewelry and silverware manufacturing","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,407,426,435,8965275,0,0,1632,"",39.62,109.88,113.16,112.45,96.98,0.00,0.00,0.87,"",0,0.0,-14,-3.3,7,1.7,20,4.8,328574,3.8,0,0.0,0,0.0,44,2.8
"42101","1","33991","77","0","2015","4","","Philadelphia County, Pennsylvania","Federal Government","Jewelry and silverware manufacturing","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,441,441,474,8110700,0,0,1380,"",39.78,112.65,113.66,113.86,99.40,0.00,0.00,0.88,"",0,0.0,29,7.0,24,5.8,62,15.0,404136,5.2,0,0.0,0,0.0,-53,-3.7
"42101","1","339910","78","0","2015","1","","Philadelphia County, Pennsylvania","Federal Government","Jewelry and silverware manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,411,407,406,8878911,0,0,1674,"",38.94,112.40,112.06,112.34,99.93,0.00,0.00,0.89,"",0,0.0,-4,-1.0,-40,-8.9,-10,-2.4,107009,1.2,0,0.0,0,0.0,90,5.7
"42101","1","339910","78","0","2015","2","","Philadelphia County, Pennsylvania","Federal Government","Jewelry and silverware manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,405,403,400,7550160,0,0,1442,"",39.55,112.06,112.18,110.99,97.66,0.00,0.00,0.87,"",0,0.0,-10,-2.4,-24,-5.6,-14,-3.4,-66839,-0.9,0,0.0,0,0.0,43,3.1
"42101","1","339910","78","0","2015","3","","Philadelphia County, Pennsylvania","Federal Government","Jewelry and silverware manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,407,426,435,8965275,0,0,1632,"",39.62,109.88,113.16,112.45,96.98,0.00,0.00,0.87,"",0,0.0,-14,-3.3,7,1.7,20,4.8,328574,3.8,0,0.0,0,0.0,44,2.8
"42101","1","339910","78","0","2015","4","","Philadelphia County, Pennsylvania","Federal Government","Jewelry and silverware manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,441,441,474,8110700,0,0,1380,"",39.78,112.65,113.66,113.86,99.40,0.00,0.00,0.88,"",0,0.0,29,7.0,24,5.8,62,15.0,404136,5.2,0,0.0,0,0.0,-53,-3.7
"42101","1","44-45","74","0","2015","1","","Philadelphia County, Pennsylvania","Federal Government","Retail trade","County, NAICS Sector -- by ownership sector","All establishment sizes",2,8,8,8,48260,0,0,464,"",0.77,0.04,0.04,0.04,0.02,0.00,0.00,0.69,"",0,0.0,1,14.3,1,14.3,0,0.0,3206,7.1,0,0.0,0,0.0,-9,-1.9
"42101","1","44-45","74","0","2015","2","","Philadelphia County, Pennsylvania","Federal Government","Retail trade","County, NAICS Sector -- by ownership sector","All establishment sizes",2,8,8,8,56279,0,0,541,"",0.78,0.04,0.04,0.04,0.03,0.00,0.00,0.78,"",0,0.0,0,0.0,0,0.0,1,14.3,3704,7.0,0,0.0,0,0.0,13,2.5
